Gene,Chr,Gene Start,Gene End,Gene Score,Gene ReScore
NME3,16,1760321,1761711,21463.639785000003,21132.678349616675
KRTAP2-1,17,36469020,36469877,20973.1868697,21127.70631733807
CDKN1B,12,12761575,12766570,24460.56520885714,21100.847357489853
DAPK3,19,3909451,3922038,21538.910222000002,21075.733575051025
TRA2A,7,23519037,23538181,20925.68402321429,21072.71252929775
ZNF575,19,48729260,48732124,21093.483264285715,21071.703657714304
GRIN2C,17,70358289,70368561,21236.492964142857,21047.145250288966
APPBP2,17,55875301,55958362,21842.360090571427,21047.080294651696
POFUT1,20,30259356,30290128,20868.423464416668,21027.098732231847
PPP4R1,18,9551977,9553548,21436.5096595,21026.24148871943
MYT1,20,62341546,62344050,21968.59393418182,20988.69337571515
PCDH18,4,138659521,138673098,24682.671742083334,20980.270980770834
EXOSC5,19,46584115,46595096,20898.38868,20958.9039412695
RNASE2,14,20493770,20494256,21739.78130711111,20949.852014558346
NR2F6,19,17203693,17217151,21517.202450095236,20942.2090736981
LRRC4C,11,40092495,40094418,21983.882831000003,20933.34273360314
FAAH,1,46643846,46652107,22194.65397572222,20920.31831477326
SMNDC1,10,112042787,112054697,21531.103685000002,20903.31585963726
C22orf23,22,36669478,36679549,21006.02426590909,20902.478808944677
S100A8,1,151629131,151630173,20932.12751407143,20898.803605887864
RAD54L,1,46496944,46516732,21565.374212352937,20895.38476009154
ANGPTL1,1,177085292,177106838,21224.65549040909,20891.524723382066
ENTPD5,14,73545387,73555727,21660.403068199998,20886.494940554116
ABCD3,1,94719636,94756807,22487.6152921875,20877.419103952576
AP4M1,7,99537619,99542739,21528.519576687497,20872.52780049938
ARHGAP23,17,33876677,33919898,20803.61566864286,20833.539226878118
PLAC9,10,81882237,81894764,21456.852815210525,20832.924939714387
NPTX2,7,98086914,98094592,24345.656288571427,20832.70662893481
MTX1,1,153445113,153450248,21841.228005025,20816.830591658254
CCL2,17,29606408,29608333,20954.101011133334,20814.177475171822
ZMYM6,1,35255437,35270156,22896.62656377778,20801.73682915611
PSMA7,20,60145185,60151869,21560.86008375,20791.329923345536
ZBTB47,3,42675877,42684076,20884.834569181818,20782.99930162135
FLOT2,17,24230482,24248841,22453.607321294116,20779.05505359693
ZSCAN21,7,99485352,99500600,20811.520877333336,20767.685193311678
FBXO22,15,73983254,74013999,20755.9494975625,20719.969130003185
E2F5,8,86305663,86314006,21068.425244285714,20712.919332460293
RARA,17,35751867,35767420,21245.859890666667,20687.661473435073
PLEKHA1,10,124142686,124178656,20829.911159827585,20686.087200782124
RGS14,5,176731070,176732205,21443.937572571427,20658.343807699024
AMTN,4,71418886,71433048,21182.73754504762,20650.838633279065
TSGA10,2,99107661,99124044,20908.6624682,20641.972939088788
TP73,1,3604469,3614958,21963.836415,20629.00134895156
PPIF,10,80777225,80785095,21450.134957875,20586.487520466722
CDC37,19,10362824,10375271,22676.3804891,20585.80164476216
GIMAP7,7,149847995,149848898,20711.706431,20563.285014230587
ROR1,1,64417898,64419765,20606.003349966664,20561.003333731296
KIF15,3,44831406,44869752,20503.255027125,20555.167469698343
COX7A2L,2,42431147,42449654,20938.674265999995,20533.86288291441
CCL8,17,29670178,29672534,20800.32829506667,20498.587002776298
ATP4A,19,40732934,40746400,20511.659904666663,20488.685994904656
DEDD,1,159357391,159369102,20537.970825666664,20482.788010616707
ITGA4,2,182095155,182110713,20649.928773999996,20477.498674281025
AKAP5,14,64004865,64006149,20395.06417827273,20473.42525071938
RNASE1,14,20339596,20340067,21751.903392000004,20456.704998402693
SCGB2A2,11,61794205,61797204,20701.839835625,20454.282519716733
GLIPR1L2,12,74071155,74111858,20611.850221300003,20453.877491347812
FCGR2B,1,159899563,159914575,21597.037600125,20441.483866508745
KLF15,3,127544167,127558927,20392.753633571432,20416.38556314335
RTEL1,20,61797574,61800479,20411.14940222222,20402.513739054324
NUDT16,3,132583396,132587619,20759.137683142853,20362.523581282232
SLC30A2,1,26237100,26245191,21340.759110000003,20356.007087399285
B3GALNT2,1,233694396,233734404,20391.3396453,20328.489623507467
OBSCN,1,226607274,226615574,21628.48826272727,20296.93632319787
SEC22A,3,124409858,124474045,20318.295517000002,20286.132955394827
CXCL6,4,74921276,74923341,20154.86154211111,20267.390664179024
GPR3,1,27592889,27593882,20719.933814233333,20260.630198959156
RFNG,17,77599066,77602939,20707.947728,20226.848173500523
SCAMP3,1,153492393,153498819,22015.245513083337,20207.195152873697
B3GAT3,11,62139344,62146024,21191.909214272728,20203.49932897888
ZNF45,19,49108620,49131251,20164.35211586957,20180.90359571515
ZKSCAN5,7,98940812,98969381,20515.537931571427,20165.85587078465
PWWP2B,10,134060691,134081348,20752.133369933334,20159.15024039756
NEXN,1,78171314,78182166,21857.108525199998,20131.46881241318
NACAD,7,45086561,45092185,20645.302678,20109.872023798474
INHA,2,220145197,220148671,20200.20959775,20108.025029753986
ANKRD16,10,5960057,5971352,20116.72880412,20107.1897449005
ASB16,17,39603599,39611977,19932.31848226667,20106.42811235732
HBQ1,16,170334,171178,20162.23973688889,20093.431313971007
HBA2,16,162845,167520,20162.23973688889,20089.595385842258
LYL1,19,13070846,13074681,20790.827129149995,20073.49716935034
NOV,8,120497732,120505859,21122.603485043477,20070.515163482105
ASL,7,65178268,65195764,20372.309471222223,20065.542797389295
GPRIN1,5,175956414,175959441,21365.265152636362,20064.518734229303
LRRN4,20,5978851,5982694,20451.625065083335,20034.06637776718
MTA2,11,62117250,62125879,20663.574150916666,20016.959117342616
ZC3H7A,16,11757593,11798589,19909.70239088235,20008.17413387574
ZSCAN18,19,63287021,63301389,20707.273089000002,20005.665096108944
ZNF607,19,42879115,42902531,27018.99800015,19998.450275233165
CD300LB,17,70028907,70039208,22138.482247555556,19988.847658107556
GATA6,18,18004891,18036225,20064.5830645,19986.81854227821
YEATS2,3,184976396,184993963,19769.775459200002,19976.95929334531
FKBP3,14,44654858,44674272,19994.705358727275,19971.72048165211
GFOD2,16,66276345,66310720,20512.05665665,19960.04404900051
BFAR,16,14634296,14670195,20442.054293555557,19959.829577680393
MRPS34,16,1761901,1763141,19930.5226575,19939.072244804836
TTK,6,80771077,80808958,21012.928081096772,19938.251453114583
IL1A,2,113247962,113259442,20364.08904855,19933.865965630583
TNFSF18,1,171276982,171286726,19889.907783416667,19909.483477457983
POR,7,75452823,75454109,21635.094468,19904.29136849101
FABP12,8,82599835,82606105,20883.91071288889,19876.50486690293
HRASLS2,11,63076817,63087431,20344.948138272728,19874.464489514965
IL2,4,123592075,123597100,20387.90112811111,19812.608786825982
BBS4,15,70802187,70815039,20327.483457666665,19808.038555249754
RAB7A,3,129999475,130016325,21225.203086999998,19774.383340104923
BRD9,5,942135,945915,20380.940567,19772.702540823244
LY6D,8,143863299,143865010,20468.07983155,19715.04740223039
ATP4B,13,113354753,113360502,20740.715908,19712.348104267814
GPR151,5,145874609,145875869,19917.936697454545,19678.79748541129
ZFAND5,9,74156160,74169983,20252.946838526317,19652.55003206715
PAFAH1B2,11,116544463,116546969,20022.514504,19649.89620703629
KARS,16,74232962,74240042,19697.942468533336,19642.73380755427
CCNI,4,78188198,78216149,19667.3351411875,19634.34742125371
C1QL2,2,119630288,119632941,20083.585396333332,19629.210630047506
FKBP10,17,37228987,37232995,19409.524658333332,19596.482045524674
CLDN15,7,100663798,100667825,21436.22490927273,19594.918311244193
CYB561D2,3,50363300,50366500,20180.946244875002,19580.970011742724
CAMK2N1,1,20681470,20685315,20791.19603888889,19554.204368486036
NENF,1,210672902,210686344,20285.83399109091,19546.341746538736
RBP2,3,140654415,140678042,20645.08478217391,19473.98885441545
OR9A2,7,142433408,142434341,20196.137669499996,19469.488429633817
C1QC,1,22842732,22847190,20256.705541526313,19435.72149548838
ZNF821,16,70451088,70475576,19290.3685528125,19424.026126408957
ZNF598,16,1987768,1999764,19372.66848725,19420.839793777322
ENPP5,6,46235720,46246676,19451.73022535294,19413.252951233855
CPLX2,5,175231106,175243629,19673.051502,19409.327235445064
CTDSP1,2,218975064,218978908,19397.055310285712,19396.537836745294
LRP11,6,150188503,150227173,19318.584927416665,19389.92134190302
KRT78,12,51519012,51529045,19431.167908941177,19376.596383134973
ZNF99,19,22730846,22744624,20554.39774988889,19370.835321465544
GH2,17,59311305,59312955,19800.816081475,19368.70905888889
SPAG4,20,33667222,33672379,20541.311895,19368.519251498903
UBE2B,5,133734768,133755698,19304.87759385714,19350.52613830455
GPRC5C,17,69950818,69958314,20989.711241777775,19335.84234416679
HCST,19,41085221,41087013,20011.125955166666,19312.82601415766
TSEN15,1,182287433,182309967,19338.9184665625,19308.015548141993
PECR,2,216638275,216654777,19356.35668,19304.09831684146
FAT1,4,187864710,187884844,19891.19548722222,19302.368769512832
ZNF416,19,62774745,62782055,19988.011538,19290.202104676548
TMEM215,9,32774181,32774889,19569.608863187503,19271.79966201012
ACTBL2,5,56811599,56814393,19584.513164666667,19250.686738494507
AIM2,1,157298898,157313271,20026.6201642,19248.06677095923
CNN1,19,11510578,11522138,19894.617152526316,19246.660374594787
ACACA,17,32761225,32796804,19230.934061625,19186.822475596462
CTTNBP2NL,1,112800962,112807586,19512.0537235,19182.834991860018
GPR15,3,99733567,99734650,19536.292539000002,19169.435033629572
SYNC,1,32918093,32940948,21035.706629600005,19169.200720424877
EEF1B2,2,206732562,206735898,19907.343989,19166.91653721067
KIAA0895,7,36361330,36373307,19961.5946023,19164.42442201157
CTDSP2,12,56499976,56527014,19958.444451214287,19163.82063432295
LETM1,4,1804605,1814736,19106.3643797,19158.274157800097
ZNF729,19,22609078,22642266,19076.0441755,19155.042763338737
SEMA4C,2,96889200,96892792,19227.043804020002,19154.530009307433
HOXA13,7,27203023,27206250,20176.717704,19141.120435467335
IVL,1,151148897,151150655,19441.264817,19140.14051059454
NPM2,8,21938299,21950354,18990.377069625,19134.55792173472
CIB2,15,76184045,76210933,19067.148578399996,19125.495258494397
DYNC1H1,14,101551194,101559893,21470.65121175,19117.079086593036
RPS19BP1,22,38255043,38258806,19914.63169648333,19107.102770444282
EIF4A3,17,75723611,75735533,19255.417835333334,19097.908137647784
FLT1,13,27965435,27967254,21488.863022714282,19096.057455473067
JMJD8,16,671667,674440,19464.0676152,19076.69988692064
THBS3,1,153440984,153445593,21841.228005025,19071.136210470853
MALL,2,110198735,110230937,19036.219822285715,19045.124382708207
CD70,19,6536849,6542163,19955.670170428573,19023.709303746946
FADD,11,69726916,69731134,19478.295002111114,19007.838134200167
C1QB,1,22852268,22860616,19243.870264449997,19006.174776817017
HIST1H4E,6,26312851,26313228,18952.3985080625,19001.089878725044
LFNG,7,2526004,2535336,22345.3640449,18993.559438165
OGFR,20,60907682,60915797,18856.160050000002,18983.32725439761
RPS6,9,19368358,19369616,19402.08318572727,18942.611139455974
SEC61B,9,101024390,101032722,19528.550253333335,18942.530594910826
TLR6,4,38505098,38507489,18937.8491952,18940.449717668438
TPSAB1,16,1230940,1232556,19120.0210006,18911.808757685565
RABAC1,19,47152675,47155311,19354.543186116665,18886.7254694542
GJB7,6,88050677,88051349,19148.8377236,18873.59942169574
QRICH1,3,49042145,49106508,19719.408839000003,18851.970092439864
OR14I1,1,246911292,246912228,20543.347859125002,18847.196666472675
ODC1,2,10502731,10505221,19784.0585306,18828.34415030807
ZFYVE16,5,79785563,79811254,20063.330163500003,18827.39170081533
STXBP5,6,147687787,147703520,19368.4712689,18814.918388352366
PSMD3,17,35390585,35407738,19716.710282999997,18794.65648912211
GAK,4,888424,916174,23455.072381722224,18746.550035498447
PLOD2,3,147277015,147287212,19787.960422285712,18735.51188141116
HMGCL,1,24008363,24024536,18623.120464,18714.13643307129
OR2S2,9,35947104,35948151,19208.45303118182,18706.313410118688
PSMA3,14,57781345,57808479,18960.536341,18694.57353625511
DZIP1L,3,139270514,139315012,18535.455360696968,18681.247276100206
PRDX6,1,171713108,171724569,19360.0768322,18674.9019218601
IL13,5,132021763,132024700,18602.917435375,18635.225245774884
CYP27B1,12,56444427,56445735,20039.942678166666,18634.00529278265
GNAI2,3,50263844,50271790,19101.632269,18623.703162426213
PTOV1,19,55046227,55055811,19696.287120545454,18600.088344903346
SART1,11,65485735,65504183,18437.76072161111,18587.38751418521
GRPEL2,5,148705169,148714339,20576.214137142855,18577.507959531857
DDX43,6,74161191,74183791,21188.947811909093,18570.972775301445
FXYD3,19,40298638,40307067,18803.976723350002,18538.61191757305
DBNDD2,20,43470328,43472661,19342.564060444445,18532.089698704396
COIL,17,52370559,52393410,18447.56692388235,18528.699565344872
ZNF471,19,61711023,61732081,18775.904780388886,18527.20377143634
CHODL,21,18539020,18561558,18856.219711952384,18496.436626144994
GJC2,1,226412082,226413402,19325.596996679997,18477.07936741264
SEMA6B,19,4493599,4510714,19031.345089823528,18467.02876586264
GPS1,17,77603051,77608635,18271.71858352941,18455.23227339954
ASPHD2,22,25155301,25169571,18829.66119385,18455.1638136413
C9orf85,9,73716242,73788522,20203.323425235296,18453.69112114349
NFATC1,18,75388106,75390311,18920.058000999998,18430.91144860238
SALL3,18,74854041,74859181,18973.249343454547,18419.48746834815
TAAR1,6,133007815,133008835,19826.5318745,18392.929100486715
DEFB118,20,29420088,29424825,19554.025907,18378.62632571198
NOL6,9,33452111,33463941,18873.521678142857,18366.639578456434
FMNL1,17,40674996,40680466,18522.2619335,18359.913197124897
SCGB1D4,11,61820329,61823112,18633.613509875002,18356.82615625342
SNAPC1,14,61298919,61332899,18920.6844515,18352.22280190817
HOXC12,12,52634980,52636617,18540.898835875,18350.954829137227
SCGB3A1,5,179949710,179951093,19138.1880651,18304.133489708234
TIMM13,19,2376621,2378875,18829.656375,18301.51893500653
ZNF141,4,321595,367759,19337.274034000002,18270.022043078683
FH,1,239727526,239749677,24696.401448875,18268.481231770522
REM1,20,29526765,29536369,19972.599249416668,18240.629703728682
ZNF280B,22,21172091,21173723,19404.035758714283,18225.53228311865
CLN5,13,76462795,76474653,20602.800420999996,18221.863727528023
FAM185A,7,102176692,102236907,18367.081195357143,18216.049353404105
CSN1S1,4,70832850,70845311,20111.566852,18204.598524337754
UPF1,19,18831190,18840039,20943.493116,18195.876759628583
GADD45B,19,2427353,2428249,18211.5424855,18195.715845643725
HSPB2,11,111288708,111294938,19547.343768333332,18194.384980235693
ZACN,17,71586903,71590342,19984.773270799997,18158.600315631724
ARMC8,3,139465042,139498909,18404.633804999998,18145.790647727124
CA9,9,35663914,35671154,19165.696202611107,18120.318163191223
PPP1R15A,19,54067460,54071131,18540.094891066667,18060.651718707242
OXCT2,1,40007789,40009604,18147.018084,18057.132668993905
TGFBI,5,135425087,135427406,19660.19564826087,18043.128362717704
CD81,11,2374396,2375225,18363.613344375,18026.462054014966
ACTN4,19,43908195,43913010,19619.15170098,18026.10254445816
ATP6V0E2,7,149200989,149208720,18558.971932800003,18022.084324363528
NDUFC1,4,140430540,140441808,18997.59865177778,18018.533740961513
FAM170B,10,50009206,50012071,18006.603679071428,18017.84771135015
SRRD,22,25209849,25217904,20621.035963894734,17997.650257987825
KLF4,9,109286955,109291576,19021.201281727273,17996.281070872097
PSMD5,9,122618152,122645027,18689.2736368,17982.489765735827
ARHGEF2,1,154183268,154226488,18791.123098090906,17933.693158774724
ZMYND15,17,4590562,4596156,18211.542485500002,17922.824526487086
GPR55,2,231482961,231483921,18201.58888311111,17919.181626828424
ANP32D,12,47152714,47153110,19264.756124120002,17884.563695406563
IQCG,3,199124990,199161191,17923.830855863634,17875.841860650005
PEX11G,19,7447760,7460286,17881.313579071426,17869.01771807496
TRAPPC1,17,7774391,7775983,18121.3336135,17868.83519873651
ICAM3,19,10305451,10311345,18196.323423352937,17850.099738126726
WDR5,9,135994734,136014915,18285.958210684214,17846.182802020583
HPCA,1,33124684,33132834,17905.417007833334,17829.029870299015
TIMM9,14,57945122,57963985,20273.034468375,17828.604422051776
KHDRBS3,8,136663302,136729030,17887.48332685294,17818.385989670554
EBAG9,8,110621485,110646567,17995.148584214287,17814.881321941517
SETD3,14,98947368,99016979,20956.841330500003,17813.315130925002
GBP2,1,89345897,89364387,17859.33809327778,17809.28296200806
IL4,5,132037271,132046267,21736.758434857147,17807.670393730743
RPS14,5,149803984,149809512,18079.13362981818,17804.888107112773
SLURP1,8,143819363,143820831,18298.846905181817,17795.438485254574
CBY1,22,37382603,37399801,18467.562913526315,17794.880078832735
HTR6,1,19864366,19878642,19284.8931345,17793.58526876958
OTOS,2,240727118,240728746,18230.485155380953,17792.068879706498
TMEM130,7,98283076,98305573,19064.211221611113,17786.334866680623
AMMECR1L,2,128335675,128359966,17893.027209055555,17779.17630944591
SLC27A5,19,63701516,63715157,17937.052758083333,17770.885760474506
BOP1,8,145456863,145485928,17930.892661500002,17762.038091333834
SOX17,8,55533047,55536009,19079.29032809091,17727.572150269447
ANKRD28,3,15763690,15773102,18654.9441494,17715.13714864745
