Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScore,Gene ReScorePR
TTLL8,22,48795678,48835182,6.346185845100765,27,0.04734240000000001,0.0006184270013991673,0.0006184270013991673
PTPRA,20,2915410,2967315,6.341671879778924,40,0.0704542,0.0006183616381490141,0.0006183616381490141
HRH1,3,11275723,11277187,3.5405221468858996,11,0.31898000000000004,0.0006182838486895093,0.0006182838486895093
NDUFA4L2,12,55914952,55920742,5.587200159576336,7,0.0262185,0.0006181223178251726,0.0006181223178251726
MRPS25,3,15065022,15081820,4.669518249073473,14,0.131275,0.0006179918914622903,0.0006179918914622903
ADAM11,17,40210365,40214740,8.28439098094383,11,0.00277669,0.0006179487558915937,0.0006179487558915937
PRKCH,14,61079832,61087451,8.654837793605683,24,0.00418276,0.0006174870650712015,0.0006174870650712015
ZBTB32,19,40896174,40899780,3.430763517263922,9,0.29125999999999996,0.0006173386231388442,0.0006173386231388442
SPN,16,29582550,29583753,3.905952578917532,9,0.181096,0.0006172158378165925,0.0006172158378165925
F13A1,6,6089309,6265923,9.206530380337526,197,0.0197752,0.0006170508709451033,0.0006170508709451033
TBX6,16,30006737,30010709,7.447896005520134,8,0.00466133,0.0006169499001430372,0.0006169499001430372
AAMP,2,218837095,218843137,5.462662275858205,15,0.0636337,0.0006167360771359496,0.0006167360771359496
FBXL14,12,1570790,1573237,3.583860711139455,7,0.194378,0.0006165786021847154,0.0006165786021847154
ZNF267,16,31792579,31836128,4.882405060170208,17,0.128839,0.0006161539474007336,0.0006161539474007336
FREM1,9,14727150,14900993,12.300488096190344,193,0.000878058,0.0006154553120162543,0.0006154553120162543
CHRNA1,2,175325739,175337446,8.519655042816575,17,0.00339164,0.0006148572590241433,0.0006148572590241433
F3,1,94778400,94779903,5.523700924805594,14,0.05587469999999999,0.0006147722049070153,0.0006147722049070153
TUBGCP3,13,112249875,112290482,5.899402417260153,34,0.09319680000000001,0.0006147674841315854,0.0006147674841315854
KIR2DL1,19,59973076,59987590,1.2540492954592772,1,0.28534699999999996,0.000614063084017884,0.000614063084017884
NTRK2,9,86556713,86682633,7.061278030997335,80,0.0686145,0.0006138563987351488,0.0006138563987351488
SVOP,12,107828786,107943228,9.824290451155617,34,0.00184011,0.0006137445918635726,0.0006137445918635726
SETDB1,1,149165580,149202945,5.597218630656835,19,0.0704551,0.0006134998424046474,0.0006134998424046474
CDKN1B,12,12761575,12766570,3.9361547039316696,14,0.27332399999999996,0.000613081013633123,0.000613081013633123
ZNF7,8,146029921,146039410,8.697129360217534,17,0.0028401,0.0006127089408106877,0.0006127089408106877
ENTPD6,20,25150345,25155360,4.976107063824631,16,0.11041400000000001,0.0006123667149022119,0.0006123667149022119
FN1,2,215987628,216009036,5.689965467430961,31,0.104771,0.0006122014866019355,0.0006122014866019355
KIF5B,10,32337943,32385377,6.871655690215421,22,0.0228087,0.0006118294493813078,0.0006118294493813078
IGDCC3,15,63407663,63408988,5.06904066153038,8,0.050307599999999994,0.0006114922757547751,0.0006114922757547751
PSME2,14,23682413,23685695,4.282090806061282,8,0.11051,0.0006114654962881829,0.0006114654962881829
RHOC,1,113045271,113051548,5.701215771458887,12,0.0401028,0.000610980964317396,0.000610980964317396
HAGHL,16,717266,719716,3.558926958106693,14,0.398571,0.0006108906682363822,0.0006108906682363822
PDE10A,6,165664524,165995575,9.637684005741084,259,0.016893000000000002,0.000610727475136232,0.000610727475136232
TOB2,22,40162260,40163295,4.051276862614733,7,0.12180099999999999,0.0006106162292345514,0.0006106162292345514
SIX3,2,45022540,45025894,6.661403142531046,14,0.0179109,0.0006105286363675786,0.0006105286363675786
NDUFV1,11,67132598,67136025,3.915146628864251,8,0.159501,0.0006101752605618356,0.0006101752605618356
IFITM1,11,303990,305272,3.4611491049256107,9,0.282543,0.0006101112013209738,0.0006101112013209738
DUT,15,46411656,46422862,3.633574840834284,16,0.422745,0.000610075569866873,0.000610075569866873
PQLC2,1,19511809,19528381,4.971366505175556,21,0.145607,0.0006099957202846019,0.0006099957202846019
CDH13,16,81218078,82387700,16.781517851083603,1367,7.04122e-05,0.0006098232699760716,0.0006098232699760716
WDR74,11,62356959,62365857,4.5111062369523,10,0.10986300000000002,0.00060974528583791,0.00060974528583791
MN1,22,26474264,26527486,7.830177515266982,51,0.0202753,0.0006095541675233773,0.0006095541675233773
SCNN1A,12,6326273,6354976,4.9998795519278865,29,0.19542400000000001,0.0006089942798973559,0.0006089942798973559
AGA,4,178592588,178597836,6.949269477305891,14,0.013430700000000002,0.0006088869775577584,0.0006088869775577584
SLC24A1,15,63703345,63735652,6.487543878304704,12,0.0182674,0.0006086922588834572,0.0006086922588834572
FAM69B,9,138735157,138738310,4.445501188691928,8,0.09384980000000001,0.0006086350693230817,0.0006086350693230817
NACA,12,55392477,55405593,6.00695481328629,11,0.027077299999999995,0.0006086266447679683,0.0006086266447679683
ESRRB,14,75943638,76036961,9.380342246303186,68,0.00573691,0.0006083936949409383,0.0006083936949409383
C12orf54,12,47163289,47176434,5.928005358239979,20,0.053275800000000005,0.000608278173960419,0.000608278173960419
HS3ST6,16,1901465,1908232,7.040289074134432,15,0.0131381,0.000608196717899407,0.000608196717899407
TRIM14,9,99886457,99921309,8.737041397100965,32,0.0051369,0.0006077700859972309,0.0006077700859972309
EIF6,20,33330138,33336008,5.261706894719327,18,0.093356,0.0006076150987998962,0.0006076150987998962
STXBP2,19,7615398,7618758,2.468654435402332,4,0.33879499999999996,0.0006075243163312079,0.0006075243163312079
CYP2D6,22,40852444,40856827,7.458260610112026,6,0.00345995,0.0006073142148923198,0.0006073142148923198
TP53AIP1,11,128312596,128312923,7.664081904642022,16,0.007510200000000001,0.0006073122334768485,0.0006073122334768485
PEX19,1,158513225,158521555,3.6631415343889433,5,0.12825899999999998,0.0006071540991035792,0.0006071540991035792
SLC6A16,19,54484835,54520286,3.844246167127589,17,0.36384299999999997,0.0006058633785910166,0.0006058633785910166
ANO5,11,22171297,22257975,7.044649462311849,40,0.0348825,0.0006057742882031574,0.0006057742882031574
FOXC2,16,85158442,85159948,3.564483120920506,13,0.368051,0.0006052544380474458,0.0006052544380474458
IFNA4,9,21176692,21177670,2.895643447046048,11,0.6078979999999999,0.0006052377066855998,0.0006052377066855998
TSC22D1,13,43905660,44048392,8.541202191568999,65,0.012691599999999999,0.0006051529642611557,0.0006051529642611557
LLGL1,17,18069660,18088913,8.509661211460674,24,0.00483629,0.000604960260900007,0.000604960260900007
TNFRSF1A,12,6308183,6321522,4.263050063198816,17,0.239348,0.0006049051981475727,0.0006049051981475727
PRODH2,19,40982731,40996041,4.758402057279989,13,0.11153099999999999,0.0006048550210362887,0.0006048550210362887
EIF3F,11,7965020,7974294,5.499741602555546,29,0.118547,0.000604675201980183,0.000604675201980183
C2orf68,2,85690666,85692663,3.846367920380129,6,0.128143,0.0006039725973885628,0.0006039725973885628
ZAP70,2,97717300,97722755,6.304314011506684,7,0.0127988,0.0006037509508883073,0.0006037509508883073
CCNL1,3,158349541,158361176,6.100563034437333,19,0.042590499999999996,0.0006036895362655247,0.0006036895362655247
ZMYND8,20,45360295,45418881,5.622955459247787,18,0.065051,0.0006035085405550881,0.0006035085405550881
STMN2,8,80738880,80740951,5.267292972144882,15,0.07736330000000001,0.0006033856060101428,0.0006033856060101428
HIST1H2BD,6,26266327,26279555,23.054181819708518,15,1.4581e-09,0.0006032544660411357,0.0006032544660411357
CNPY1,7,154986713,155019300,6.965244113064619,37,0.0349329,0.0006032361493884466,0.0006032361493884466
TSPAN15,10,70881231,70937429,10.17338008342441,52,0.0019850000000000002,0.0006029902980747415,0.0006029902980747415
TBC1D30,12,63504676,63558678,5.074665709047523,17,0.106304,0.0006029202133776468,0.0006029202133776468
MYD88,3,38155008,38159516,5.481214473554628,13,0.0541355,0.0006024494265554726,0.0006024494265554726
MMADHC,2,150134396,150152517,3.670930731265791,13,0.330886,0.0006021702586033761,0.0006021702586033761
PTMS,12,6748479,6750379,5.063773899045113,14,0.08850319999999999,0.0006010619475801337,0.0006010619475801337
ASB8,12,46827838,46837644,6.4282015639871215,15,0.0242303,0.000600531372816401,0.000600531372816401
KLRC4,12,10451249,10453623,8.635526378378103,11,0.00195448,0.000600428183158597,0.000600428183158597
RNMT,18,13716703,13754554,4.364924482961056,26,0.330606,0.0006003325700770575,0.0006003325700770575
COL9A1,6,70982463,71069507,10.650360419775573,113,0.00267723,0.0006002761450355499,0.0006002761450355499
COMMD8,4,47147567,47160433,5.08621049595139,15,0.092721,0.0006000965855163848,0.0006000965855163848
FOXO3,6,109084241,109112664,8.610574815413711,24,0.00437206,0.0005998979140886038,0.0005998979140886038
DLAT,11,111400747,111440188,4.065197495217314,25,0.42899,0.0005997048701403567,0.0005997048701403567
MC3R,20,54257194,54258278,12.70220146501581,25,7.61104e-05,0.0005994160328635651,0.0005994160328635651
CLSTN3,12,7199767,7202797,3.374349775665766,8,0.273923,0.0005993313001116391,0.0005993313001116391
CSK,15,72878665,72882592,5.80087357268773,9,0.0272242,0.0005993216564101182,0.0005993216564101182
HYAL2,3,50331023,50335146,5.096799575427289,10,0.0611629,0.0005992604309962513,0.0005992604309962513
CPSF1,8,145601145,145605541,3.256985355613385,10,0.38504299999999997,0.0005992593529177836,0.0005992593529177836
TRA2B,3,187132058,187138450,8.411175391816835,6,0.00133421,0.000599208799414738,0.000599208799414738
TYSND1,10,71567738,71576502,7.611805156795677,23,0.011375299999999998,0.0005990421335728271,0.0005990421335728271
AMD1,6,111302679,111323606,3.799483321777294,12,0.268588,0.0005989991409840982,0.0005989991409840982
HSBP1,16,82399093,82404095,7.54669840552857,24,0.0126684,0.0005986194635291068,0.0005986194635291068
EPHB4,7,100238122,100263079,4.719858016737173,18,0.160496,0.0005986171376729188,0.0005986171376729188
HIRA,22,17755233,17815220,7.152916035620845,47,0.03678119999999999,0.0005981009885588543,0.0005981009885588543
ILF3,19,10657603,10664095,7.700692196057421,13,0.00588268,0.0005980675614127419,0.0005980675614127419
OR6C65,12,54080579,54081518,4.298722788758297,10,0.13585899999999998,0.0005980191497720315,0.0005980191497720315
HNRNPC,14,20748571,20807478,5.647688689832663,32,0.112821,0.000598016603208327,0.000598016603208327
MUC13,3,126106978,126136270,5.290192132514539,24,0.120979,0.0005976990264889364,0.0005976990264889364
GRM4,6,34167338,34209511,5.813577539592169,31,0.0925885,0.0005975918289820548,0.0005975918289820548
CYP2C9,10,96688404,96739138,13.345398238973308,46,7.3608e-05,0.0005971177150426429,0.0005971177150426429
TYRO3,15,39638523,39658818,6.111759735579579,15,0.03324969999999999,0.0005965352460378414,0.0005965352460378414
SLC6A7,5,149549712,149570828,6.222546100105373,38,0.07539910000000001,0.0005964729413127422,0.0005964729413127422
KPNA1,3,123623437,123716474,5.28945673811584,42,0.211869,0.000595948334849623,0.000595948334849623
GDF10,10,48048089,48059172,5.637112298538895,35,0.12470999999999999,0.0005959437425588003,0.0005959437425588003
RPS27,1,152229852,152231249,7.20826595387279,4,0.00296176,0.0005959049268043965,0.0005959049268043965
CH25H,10,90955673,90957051,3.801755318882713,13,0.29031,0.0005954244608569215,0.0005954244608569215
OR9A2,7,142433408,142434341,4.12772555975443,8,0.128956,0.0005951980542414293,0.0005951980542414293
SLC35B1,17,45133688,45140527,5.311422869726517,9,0.0444141,0.0005950916050862121,0.0005950916050862121
MMD2,7,4912145,4965370,6.058913822907191,37,0.0864667,0.000594668352485243,0.000594668352485243
TNFSF12,17,7402339,7405649,5.645902321332865,20,0.0706392,0.0005943387639416939,0.0005943387639416939
CCR3,3,46281653,46282721,3.393311887388165,9,0.302375,0.00059408455544608,0.00059408455544608
APOL1,22,34979069,34993523,4.760056553033507,24,0.20556300000000002,0.0005937328357239725,0.0005937328357239725
KCNH8,3,19165020,19552139,8.657267849348477,150,0.026078800000000003,0.0005937141968331948,0.0005937141968331948
KCNH4,17,37562438,37586822,5.031695047608217,11,0.07180510000000001,0.0005935662792151104,0.0005935662792151104
EIF4EBP1,8,38007176,38037040,5.93198630762695,15,0.0397981,0.000592799949218426,0.000592799949218426
LRTM1,3,54927420,54937112,7.793930459636856,18,0.00742013,0.000592781814172781,0.000592781814172781
STUB1,16,670115,672769,4.346968418858818,12,0.155352,0.0005927753836157583,0.0005927753836157583
IL17RA,22,15945848,15971389,8.164388886640465,38,0.0108152,0.0005927740486085544,0.0005927740486085544
CCDC122,13,43308488,43351826,11.823016001407874,36,0.000264017,0.0005922500427541394,0.0005922500427541394
BLMH,17,25599348,25643200,4.2383019856402555,26,0.375234,0.0005921014955507975,0.0005921014955507975
NPAS3,14,32754138,33219998,13.964252170856858,437,0.00037660300000000004,0.0005920524239895411,0.0005920524239895411
OR5M9,11,55986520,55987453,3.31234070827964,10,0.36430799999999997,0.0005918991804915401,0.0005918991804915401
UBLCP1,5,158622666,158645626,5.108758901563451,19,0.114828,0.0005915678399524471,0.0005915678399524471
TTC16,9,129522365,129533700,8.696182306965543,20,0.00334446,0.0005914103277331428,0.0005914103277331428
CFH,1,194887630,194983257,8.986269631587023,42,0.00525487,0.0005912718064638843,0.0005912718064638843
SUPT5H,19,44654084,44656001,4.341820393327071,11,0.14314100000000002,0.0005911545657720544,0.0005911545657720544
OCA2,15,25673615,26018053,10.180980847105044,186,0.00704643,0.0005910239907834179,0.0005910239907834179
KCNH6,17,58969157,58977334,5.6579848789947,12,0.0418745,0.0005909815479090938,0.0005909815479090938
TBC1D12,10,96152175,96286079,12.73963211699584,28,8.211190000000001e-05,0.0005906069686984002,0.0005906069686984002
ITPK1,14,92475959,92651980,7.769659761533509,72,0.030409699999999998,0.0005902838596175852,0.0005902838596175852
HPX,11,6409016,6418769,3.569970215255675,13,0.366037,0.0005898441815709706,0.0005898441815709706
ZNF358,19,7490128,7491835,2.1561705457386493,5,0.578838,0.0005895628666051093,0.0005895628666051093
NPTX2,7,98086914,98094592,3.9408634942899576,7,0.13602,0.0005895259114443346,0.0005895259114443346
PARP14,3,123900926,123924184,6.015190695840555,29,0.0708001,0.00058930984117957,0.00058930984117957
EML4,2,42381884,42413192,5.223581020434019,19,0.102372,0.000589280016599727,0.000589280016599727
RPL31,2,100985584,100989261,4.860823336233779,19,0.14713800000000002,0.0005889626073147697,0.0005889626073147697
C19orf53,19,13746256,13750586,6.142222322683469,15,0.0322521,0.0005889607395089369,0.0005889607395089369
RPL13A,19,54686828,54686907,8.069179580062118,8,0.00250432,0.0005885520629038745,0.0005885520629038745
RELA,11,65179734,65183835,2.8487874939770617,10,0.579145,0.0005882816977534597,0.0005882816977534597
RBBP4,1,32889410,32918841,3.4780716765608473,8,0.246935,0.0005882145597079327,0.0005882145597079327
UGT3A2,5,36070880,36102741,7.189584670562545,42,0.0316849,0.0005879509933924686,0.0005879509933924686
KCNJ5,11,128286288,128293161,7.538232871272049,24,0.0127761,0.0005876923780981319,0.0005876923780981319
ATP10D,4,47233210,47290260,7.609580684610784,59,0.029245099999999996,0.0005873433977435688,0.0005873433977435688
THBD,20,22976593,22978141,6.291745655136278,20,0.0370305,0.0005870923429857273,0.0005870923429857273
CLK3,15,72703013,72709595,3.474436500608935,7,0.21685500000000002,0.0005868352320800471,0.0005868352320800471
ATF2,2,175687216,175741143,4.648751191414353,20,0.191471,0.0005867049293009313,0.0005867049293009313
STRN,2,36928975,37047119,11.123125506555155,41,0.000605441,0.0005866680467884958,0.0005866680467884958
BAZ2A,12,55275646,55316430,5.505628580045597,21,0.0853405,0.0005865711970635465,0.0005865711970635465
KLRC1,12,10489903,10498251,8.564999152572387,8,0.00152531,0.0005862904442329208,0.0005862904442329208
PRCC,1,155003897,155037233,4.706172158355023,16,0.144629,0.0005860691462867115,0.0005860691462867115
PIK3CB,3,139856920,139960875,4.830013097063205,24,0.191674,0.0005856889367546147,0.0005856889367546147
CAND1,12,65978996,65994655,5.001303966667371,18,0.121125,0.0005856870127138842,0.0005856870127138842
NPEPPS,17,43035858,43052579,5.073841370000048,15,0.093875,0.0005854410536548637,0.0005854410536548637
SULT2B1,19,53770804,53794496,8.724880420587827,45,0.00731215,0.0005845718894975952,0.0005845718894975952
NTHL1,16,2029816,2037868,6.019138068784732,17,0.041339999999999995,0.000584340331289639,0.000584340331289639
HUS1B,6,600938,601964,8.610167767534229,9,0.00164019,0.0005842070282266318,0.0005842070282266318
EAF2,3,123036723,123088063,9.492591883319989,25,0.00188521,0.0005840615734965582,0.0005840615734965582
IFNA10,9,21196179,21197142,3.292005216159338,9,0.334613,0.0005838707381439048,0.0005838707381439048
CCDC113,16,56841363,56875235,5.041364478336114,38,0.245667,0.0005836740955092144,0.0005836740955092144
ACVR2B,3,38470793,38509637,10.49073493430611,21,0.000583648,0.0005831186575668016,0.0005831186575668016
PAX4,7,127039041,127042960,5.0526611379524295,9,0.057530700000000004,0.0005830685478704268,0.0005830685478704268
ITK,5,156540484,156614687,7.779057470361326,63,0.0263596,0.000582923747501757,0.000582923747501757
ZBTB17,1,16146824,16175214,4.614895097805595,27,0.267387,0.0005825396259709612,0.0005825396259709612
UNG,12,108020389,108033181,6.001334144378088,19,0.0470335,0.0005824865648662597,0.0005824865648662597
CYR61,1,85821572,85821974,6.7711112356848355,15,0.017196299999999998,0.0005820786303375453,0.0005820786303375453
