Gene,Chr,Gene Start,Gene End,Gene Score,nSNPs,TopSNP P-Value,Gene ReScorePR
SAMD4A,14,54291300,54325595,0.9321774,42,0.0221947,5.84162626397014e-06
REPS1,6,139267312,139351091,0.9783223999999998,44,0.022234599999999997,0.00010435583262939021
MGAT5,2,134924890,134928661,0.6899235999999999,31,0.022255599999999997,0.6899235999999999
IL21,4,123753314,123761661,0.33402,15,0.022268,1.637274992846185e-06
NBPF11,1,146045850,146476140,0.7571391999999999,34,0.0222688,7.459209214142052e-06
VAT1,17,38420147,38427985,0.2672424,12,0.0222702,2.4140510691807384e-05
ZNF80,3,115437789,115438611,0.356416,16,0.022276,5.2040260938259766e-05
PANK1,10,91332728,91395195,1.1586172,52,0.022281099999999998,0.00011975503878275997
MYO9A,15,70037909,70197476,1.4486485000000002,65,0.022286900000000002,1.1635959823288592e-05
HNRNPD,4,83494931,83514173,0.245278,11,0.022298,7.856102289002998e-06
OR1L3,9,124477229,124478204,0.022300999999999998,1,0.022300999999999998,2.7166478070265678e-08
AKR1C3,10,5126567,5139878,0.5575725000000001,25,0.022302900000000004,7.120997157658278e-05
TAF8,6,42126228,42163177,0.8033112,36,0.0223142,0.8033112
ELF1,13,40404163,40491450,0.6917588,31,0.0223148,0.6917588
ZNF347,19,58334459,58354125,0.5581875000000001,25,0.0223275,0.5581875000000001
ZNF665,19,58358363,58388431,0.669825,30,0.0223275,0.669825
DNASE1L3,3,58153393,58175893,0.7593253999999999,34,0.022333099999999998,3.4197887363740455e-05
CNTN4,3,3056307,3074645,1.4302208,64,0.0223472,1.4302208
GDF3,12,7733647,7739627,0.4917175999999999,22,0.022350799999999997,1.6341610853191982e-06
SYPL2,1,109820913,109822827,0.3131968,14,0.0223712,0.3131968
ATXN7L2,1,109835066,109836879,0.3131968,14,0.0223712,2.2632334925148475e-06
CD33,19,56420870,56438927,0.44762,20,0.022381,4.879706266378931e-06
SLC25A24,1,108478969,108544497,0.9177317000000002,41,0.022383700000000003,5.273589134013258e-06
PGBD5,1,228524014,228579990,1.2327755,55,0.0224141,1.2327755
RASAL2,1,176688173,176710180,0.33628199999999997,15,0.0224188,2.210590851247302e-06
DCST1,1,153272923,153290030,0.4264094,19,0.0224426,0.4264094
PPARG,3,12396202,12433653,1.2348160000000001,55,0.0224512,0.00011994937321174222
UBA6,4,68210799,68249484,0.35934720000000003,16,0.022459200000000002,1.771865199257433e-05
PDPN,1,13784553,13817039,1.2135582,54,0.0224733,2.289760361419038e-05
KANK4,1,62474424,62557671,2.2024716000000004,98,0.022474200000000003,2.5778579602464903e-05
WDR63,1,85300594,85371407,1.3713410000000001,61,0.022481,1.3713410000000001
RAD9A,11,66919716,66922459,0.3372195,15,0.0224813,1.3694308310081881e-05
PPP1CA,11,66922261,66925952,0.3597008,16,0.0224813,1.3059979270849712e-06
TBC1D10C,11,66928175,66934136,0.38218209999999997,17,0.0224813,0.38218209999999997
SPAM1,7,123353144,123387336,0.5395632,24,0.0224818,1.2936607687292188e-05
CACNA1G,17,46031787,46039853,0.2698452,12,0.0224871,4.7117588412728084e-05
CDK6,7,92079361,92303813,2.0929836,93,0.022505200000000003,0.00019195762126626587
VIP,6,153113625,153122593,0.3602304,16,0.0225144,1.3855241594787728e-05
TTC21B,2,166493476,166518594,0.3602768,16,0.0225173,0.3602768
PLK2,5,57785566,57791670,0.4054356,18,0.0225242,2.8243637793995156e-05
ALDH7A1,5,125928104,125958981,0.5409888,24,0.0225412,4.507880988334746e-05
C8orf74,8,10567556,10595513,0.6989322000000001,31,0.022546200000000002,6.739104548971146e-05
TBC1D2,9,100001139,100057736,1.1956747,53,0.0225599,1.1956747
NR5A2,1,198275280,198413173,2.9782764000000004,132,0.0225627,2.9782764000000004
ITPR3,6,33761807,33770023,0.8801325,39,0.0225675,8.597921245006043e-05
NSUN3,3,95264544,95328320,0.5871658,26,0.0225833,3.059544739722419e-05
ATRN,20,3399675,3579762,2.3279545,103,0.0226015,0.00010646948618064444
TRMT1,19,13076714,13088563,0.40684139999999996,18,0.0226023,1.2904706156260537e-06
OR2T27,1,246879854,246880808,0.045221199999999996,2,0.022610599999999998,4.979819971136023e-07
TXNRD3,3,127809025,127856635,0.7930404999999999,35,0.0226583,0.7930404999999999
CCDC63,12,109769193,109829721,0.6799920000000002,30,0.022666400000000003,4.69411171058492e-06
SCN5A,3,38630522,38638984,0.725344,32,0.022667,0.725344
GSTO2,10,106024876,106049166,0.4988258,22,0.0226739,0.4988258
HS3ST1,4,11009803,11010727,0.340347,15,0.0226898,2.909617900040054e-05
EPHA2,1,16323418,16355151,0.8174232000000001,36,0.022706200000000003,3.899230674766531e-06
HUNK,21,32167498,32298248,2.3179704,102,0.0227252,2.3179704
MUSK,9,112577888,112603099,0.5682575,25,0.0227303,0.5682575
SIN3A,15,73498605,73531091,0.3636864,16,0.0227304,4.7932531118596785e-06
SVIP,11,22800173,22807958,0.18192879999999997,8,0.022741099999999997,0.18192879999999997
SLC25A32,8,104480041,104496447,0.455148,20,0.0227574,0.455148
C8A,1,57093066,57156482,1.5717648,69,0.0227792,3.156224954658563e-05
KIF5B,10,32337943,32385377,0.5017914,22,0.0228087,2.037580969844683e-05
DNAJB7,22,39585499,39588076,0.2054043,9,0.0228227,0.2054043
ETS1,11,127835182,127962663,2.0768839,91,0.0228229,0.0003372094755970394
STX8,17,9094512,9420000,4.3167222,189,0.0228398,0.0005822245080870508
BACH2,6,90716595,91063182,4.2964579999999994,188,0.0228535,0.0004503197783783236
TMEM117,12,42516228,43069808,4.0912598000000004,179,0.0228562,0.00022085537427359332
LINS1,15,98931142,98959927,0.9142839999999999,40,0.022857099999999998,0.9142839999999999
GTDC1,2,144479787,144806499,2.1260544,93,0.0228608,2.1260544
VIT,2,36777417,36895434,3.3606699000000004,147,0.022861700000000002,8.223530837090256e-05
C2orf83,2,228183049,228206132,0.9604098000000001,42,0.022866900000000003,0.00015912453028286836
SLC5A1,22,30769258,30836645,0.7779268000000001,34,0.022880200000000003,8.113816850271803e-05
TPPP3,16,65981212,65984922,0.34322699999999995,15,0.022881799999999997,7.118486405629511e-06
HHLA2,3,109504021,109579816,1.2356658,54,0.0228827,0.00012406520823360318
RAB11FIP2,10,119754418,119796104,0.5036349999999999,22,0.0228925,0.5036349999999999
TOR1AIP2,1,178080575,178113557,0.595335,26,0.022897499999999998,0.595335
RRAGC,1,39077605,39112753,0.5956444000000001,26,0.022909400000000003,3.9020876557687545e-06
IRF8,16,84500096,84513712,1.1225654999999999,49,0.0229095,0.00010495933492357096
S100A6,1,151773699,151775341,0.2982967,13,0.0229459,7.687721561044341e-06
S100A5,1,151776246,151780865,0.3671344,16,0.0229459,1.0998491689883926e-05
MAPRE2,18,30875388,30975813,1.6292512000000001,71,0.0229472,1.4270163933653972e-05
JARID2,6,15354505,15630232,3.4661596999999995,151,0.022954699999999998,0.00022655900873000235
AP2M1,3,185377432,185384573,0.45933,20,0.0229665,0.45933
ABCF3,3,185389235,185394489,0.5282295,23,0.0229665,3.0229464892914056e-05
SUSD3,9,94860809,94887236,0.5972096,26,0.0229696,0.5972096
GABRB3,15,24411538,24425418,0.32173260000000004,14,0.022980900000000002,6.7786341485289e-06
SLC39A12,10,18280826,18372218,2.0915895,91,0.0229845,2.488701569698466e-05
MTMR9,8,11179409,11223064,0.9884109000000001,43,0.0229863,3.716028477117724e-05
STX3,11,59311085,59321445,0.275874,12,0.0229895,8.450426499078837e-06
ACAD10,12,110637692,110679286,0.3450285,15,0.023001900000000002,9.053727289427365e-07
VIPR2,7,158519977,158630410,1.4264774,62,0.0230077,5.695122242970011e-05
GAP43,3,116825141,116922842,1.7029176000000001,74,0.023012400000000002,2.1355542212141557e-05
PRR16,5,119980681,120050863,0.9668189999999999,42,0.0230195,0.9668189999999999
SGPP1,14,63220687,63264509,0.3917633,17,0.0230449,0.3917633
ANKRD1,10,92661836,92671012,0.414945,18,0.0230525,3.953136084279631e-05
MYOCD,17,12588224,12607686,0.6226632,27,0.023061599999999998,0.6226632
SOAT2,12,51783540,51804590,0.4154076,18,0.0230782,0.4154076
DAPL1,2,159360086,159380742,0.7155234,31,0.023081400000000002,0.7155234
DKK4,8,42350742,42353831,0.3231872,14,0.0230848,2.8884412149939724e-06
BRCA2,13,31787616,31871809,1.7327625,75,0.0231035,3.7419162193949415e-05
SULF1,8,70712392,70735701,0.6714486000000001,29,0.0231534,3.980844714296704e-06
HORMAD1,1,148937165,148959976,0.5095002,22,0.0231591,5.131349113658639e-06
TAF5,10,105117713,105138812,0.3013933,13,0.0231841,9.504856823067191e-06
S100A4,1,151782718,151784906,0.3014895,13,0.0231915,0.3014895
ADCY9,16,3952652,4106187,2.4819292,107,0.0231956,0.00022377822120999365
TBC1D16,17,75532249,75539251,0.5801449999999999,25,0.0232058,0.5801449999999999
GBE1,3,81621539,81893640,2.1117277999999997,91,0.0232058,2.1117277999999997
TNFRSF18,1,1128750,1131952,0.3025269,13,0.023271299999999998,7.318550191900863e-07
TNFRSF4,1,1136583,1139375,0.3025269,13,0.023271299999999998,0.3025269
UCP1,4,141700499,141709457,0.46562400000000004,20,0.023281200000000002,0.46562400000000004
EMID1,22,27931952,27985586,0.8849136000000001,38,0.0232872,0.8849136000000001
SLC15A1,13,98170788,98176822,0.6055842,26,0.0232917,2.416408155250622e-05
ZNF136,19,12134918,12161064,0.2096955,9,0.0232995,0.2096955
SF1,11,64300091,64302817,0.23302099999999998,10,0.0233021,9.360795526231763e-06
CCNB1IP1,14,19853483,19871297,0.4905033,21,0.023357299999999998,2.3620881840219872e-05
AQP1,7,30927629,30931656,0.3504585,15,0.0233639,2.076079177397735e-05
AVPR1B,1,204390905,204398105,0.1869128,8,0.0233641,2.5919844383160886e-05
TM9SF3,10,98293347,98302806,0.37389759999999994,16,0.023368599999999996,1.5171539214918053e-05
TTC36,11,117903419,117906950,0.3038308,13,0.0233716,3.4297857170920974e-06
TMEM25,11,117907699,117923209,0.3973172,17,0.0233716,2.1792332846705463e-06
PCP4,21,40161216,40223192,2.1757907999999997,93,0.0233956,2.1757907999999997
CLEC4G,19,7699849,7703005,0.32754819999999996,14,0.0233963,0.32754819999999996
RASGRP3,2,33598522,33643162,1.1468793000000002,49,0.0234057,2.0449469607007988e-05
NOX3,6,155758195,155818729,1.6153383,69,0.0234107,1.6153383
C7orf57,7,48041641,48067419,0.679412,29,0.023428,3.6600849907288355e-05
GSC,14,94304312,94306252,0.23440099999999997,10,0.0234401,0.23440099999999997
NEK8,17,24079958,24093911,0.37510079999999996,16,0.023443799999999997,0.37510079999999996
TRAF4,17,24095149,24102103,0.39854459999999997,17,0.023443799999999997,2.1569555050727835e-05
CCND2,12,4253198,4284777,1.1494126,49,0.0234574,1.1494126
DMBT1,10,124370562,124393242,0.5630183999999999,24,0.023459099999999997,4.633770162433172e-05
GBF1,10,103995298,104132639,1.2906849999999999,55,0.023467,1.2906849999999999
CATSPER1,11,65540798,65550560,0.3285898,14,0.0234707,8.715913416325067e-07
SLC16A3,17,77787147,77812294,0.32885580000000003,14,0.023489700000000002,0.32885580000000003
CSNK1D,17,77800742,77803769,0.09395880000000001,4,0.023489700000000002,0.09395880000000001
CAPN2,1,222011948,222030343,0.6107894,26,0.0234919,0.6107894
TP53BP2,1,222034217,222100297,0.8457084,36,0.0234919,8.52593246613001e-06
NLRP3,1,245647977,245679029,1.1984592,51,0.0234992,8.426362330622535e-06
AFMID,17,73695031,73715377,0.28200719999999996,12,0.023500599999999996,0.28200719999999996
CLCN6,1,11788793,11825788,1.3637076000000001,58,0.0235122,2.216286613608581e-05
ANKK1,11,112763722,112776350,0.8002444,34,0.023536599999999998,9.856098315679532e-06
DRD2,11,112789795,112851623,1.2945129999999998,55,0.023536599999999998,9.772277888283035e-05
MFN1,3,180562839,180593702,0.5885699999999999,25,0.0235428,6.31805262070542e-06
GATA4,8,11599125,11654918,1.554168,66,0.023548,1.554168
CDC20,1,43597278,43601460,0.18844560000000002,8,0.023555700000000002,1.8449543800443775e-05
ELOVL1,1,43601658,43606286,0.30622410000000005,13,0.023555700000000002,0.30622410000000005
SETD5,3,9459573,9494838,0.47138199999999997,20,0.0235691,3.954465883064943e-05
UBE2G1,17,4119260,4216718,0.943064,40,0.0235766,2.751494468383018e-05
EYA1,8,72272221,72437021,2.7356048,116,0.0235828,0.000176956008577133
KCNK5,6,39264724,39305229,1.2739518,54,0.0235917,1.2739518
ESPN,1,6430689,6443591,0.3540945,15,0.0236063,1.533428618541075e-05
TNFRSF25,1,6446757,6448842,0.2832756,12,0.0236063,3.623952354592668e-06
PLEKHG5,1,6449885,6451888,0.2832756,12,0.0236063,6.024926226979578e-06
MGMT,10,131155455,131455358,4.7958547000000005,203,0.0236249,0.00014554905750468984
CXCL14,5,134934273,134942868,0.4492075,19,0.0236425,1.4117259211803222e-06
FAM45A,10,120853600,120887213,0.4968327,21,0.0236587,0.4968327
SFXN4,10,120890414,120915194,0.6151262000000001,26,0.0236587,0.6151262000000001
ABCA13,7,48465179,48657637,2.415462,102,0.023681,2.415462
APCDD1L,20,56467831,56523355,1.0895192,46,0.0236852,7.396008134778888e-06
DNAJB5,9,34979784,34988428,0.37935040000000003,16,0.023709400000000002,6.616203128426493e-05
CA6,1,8928508,8957735,0.9494199999999999,40,0.0237355,0.9494199999999999
ERI2,16,20715166,20819161,1.187405,50,0.0237481,9.080753080729427e-06
DCUN1D3,16,20776896,20819161,0.6174506000000001,26,0.0237481,0.6174506000000001
LYRM1,16,20819926,20843834,0.3799696,16,0.0237481,9.857340261002817e-06
GCK,7,44150394,44195547,0.736281,31,0.023750999999999998,6.221153295204844e-06
PPP1CB,2,28828129,28879310,0.5464317000000001,23,0.023757900000000002,3.626946061584533e-05
TNFRSF9,1,7902493,7923474,0.45161480000000004,19,0.0237692,1.1698091646370969e-05
SCG2,2,224170390,224172244,0.3092531,13,0.0237887,6.446144342311882e-07
EHD2,19,52908412,52938203,0.5234152,22,0.0237916,0.5234152
LHX8,1,75373154,75399806,0.5472321000000001,23,0.023792700000000003,0.5472321000000001
NUBP1,16,10745198,10770709,0.6424460999999999,27,0.023794299999999997,4.445160082717157e-05
ZNF131,5,43157902,43160888,0.26180549999999997,11,0.0238005,0.26180549999999997
ASCL4,12,106692291,106694545,0.28576799999999997,12,0.023814,4.0073969529417955e-06
WDR41,5,76763824,76824088,1.3812874,58,0.023815299999999998,6.706758648435046e-05
IRF5,7,128369360,128375411,0.35733449999999994,15,0.023822299999999998,3.859398543067992e-06
CSRNP2,12,49741256,49763600,0.5723088000000001,24,0.0238462,0.5723088000000001
JAZF1,7,27836717,28186962,4.9127086,206,0.0238481,0.0001547112654988839
GPR149,3,155538154,155630198,1.0259627999999998,43,0.023859599999999998,3.9351248776325146e-05
LYVE1,11,10535988,10546941,0.3819792,16,0.0238737,0.0001437146124083521
TPM3,1,152408404,152422349,0.28671480000000005,12,0.0238929,3.403972047836231e-05
ZNF101,19,19640662,19652363,0.38248000000000004,16,0.023905000000000003,0.38248000000000004
GPR26,10,125415860,125444113,0.8606052000000001,36,0.023905700000000002,9.732620697072998e-06
HEXA,15,70425629,70455574,0.5260530000000001,22,0.023911500000000002,0.5260530000000001
DHDDS,1,26631388,26670382,0.64584,27,0.02392,0.64584
ILDR2,1,165154619,165211185,0.9572400000000001,40,0.023931,0.9572400000000001
ISCU,12,107480423,107487289,0.43079759999999995,18,0.023933199999999998,3.144213205973166e-05
HSPB3,5,53787201,53787964,0.38319040000000004,16,0.023949400000000003,0.38319040000000004
ATP11A,13,112544590,112589483,0.6228222,26,0.0239547,4.380426638901877e-06
PTK2B,8,27364182,27365993,0.6946950000000001,29,0.023955,1.519986823868224e-05
PTCHD3,10,27727205,27743227,1.0544731999999999,44,0.0239653,6.988506591990802e-06
LPL,8,19840861,19869050,1.2222354,51,0.0239654,0.00024580171300861144
ZNF609,15,62578671,62765319,1.4858858000000001,62,0.023965900000000002,1.4858858000000001
ZBTB20,3,115888763,116348817,2.9478426,123,0.0239662,2.9478426
GABRB2,5,160648013,160907708,2.9965875,125,0.0239727,0.00018429419144228422
ZNF239,10,43372156,43373533,0.1678299,7,0.0239757,2.0002135559866215e-05
PIWIL1,12,129388566,129422826,1.0551903999999999,44,0.0239816,1.0551903999999999
SEPT14,7,55828730,55897976,0.6236386,26,0.0239861,9.158134031539515e-06
FNDC8,17,30472743,30481864,0.3359958,14,0.023999700000000002,9.581683489191795e-06
YES1,18,711591,802542,1.2001899999999999,50,0.0240038,3.652979344623064e-05
IWS1,2,127978729,128000514,0.60025,25,0.02401,9.91123424767414e-06
KCNA6,12,4788602,4792839,0.6722940000000001,28,0.0240105,6.136167203712647e-05
CIITA,16,10878555,10926341,0.9848979000000001,41,0.024021900000000002,2.1671443872936646e-05
SNX22,15,62230968,62236733,0.360456,15,0.0240304,0.360456
ZNF385B,2,180014964,180158878,2.9084649000000002,121,0.024036900000000003,2.9084649000000002
IKZF2,2,213572655,213724578,2.0242823999999997,84,0.024098599999999998,2.0242823999999997
EVL,14,99678008,99680325,0.3374546,14,0.0241039,4.038849709416667e-05
DEGS2,14,99682508,99695712,0.31335070000000004,13,0.0241039,0.31335070000000004
TYW3,1,74971427,75003896,0.4579988000000001,19,0.024105200000000004,0.4579988000000001
IQGAP3,1,154788120,154809020,0.45814320000000003,19,0.0241128,1.4612895823247374e-06
BRCA1,17,38496977,38530994,0.84399,35,0.024114,6.115295676898136e-06
CENPO,2,24869836,24896288,0.6516206999999999,27,0.0241341,0.6516206999999999
ADCY3,2,24895541,24995559,1.3997777999999998,58,0.0241341,0.0001274607584917397
STXBP3,1,109090807,109153671,0.9173503999999999,38,0.024140799999999997,7.505191684090995e-06
MOCOS,18,32021477,32102683,1.5465023999999998,64,0.024164099999999997,1.5465023999999998
DENR,12,121803323,121821906,0.362601,15,0.0241734,2.9241986059856624e-05
MEP1B,18,28023984,28054364,1.0400023,43,0.0241861,6.0004996064159415e-06
PTPN9,15,73546514,73658680,0.6773116,28,0.0241897,3.2210635133670618e-06
ANXA6,5,150460460,150517560,1.9111758999999997,79,0.024192099999999998,0.00018685479072439636
PRG2,11,56911409,56948108,0.6775692,28,0.0241989,2.7322478165492953e-05
SLC43A3,11,56941796,56951170,0.31458569999999997,13,0.0241989,4.1071609303006765e-05
STARD13,13,32599509,32822767,4.477,185,0.0242,0.00019648813349586224
GPD2,2,157075553,157178493,1.0171602,42,0.0242181,7.512789108337629e-05
OR56B1,11,5714322,5715297,0.43596900000000005,18,0.024220500000000002,0.43596900000000005
OR52N4,11,5732546,5733512,0.5328510000000001,22,0.024220500000000002,0.5328510000000001
ASB8,12,46827838,46837644,0.3634545,15,0.0242303,1.4529182419120663e-05
POLR2E,19,1037577,1046391,0.31507189999999996,13,0.0242363,1.604605192717471e-05
CNDP2,18,70329027,70339316,0.6305598,26,0.0242523,2.8778104275344948e-06
FCRL4,1,155810162,155834494,0.8973831999999998,37,0.024253599999999997,0.8973831999999998
NEB,2,152253982,152271757,0.21839580000000003,9,0.0242662,3.413259343823138e-05
HSPA5,9,127036952,127043430,0.29132759999999996,12,0.024277299999999998,9.335041836873246e-07
RORB,9,76420286,76491937,0.898767,37,0.024291,0.898767
MUC19,12,39245580,39250827,0.6559406999999999,27,0.0242941,0.6559406999999999
CCNY,10,35665807,35900853,1.3848492000000001,57,0.0242956,1.0280244892600117e-05
ANO3,11,26310253,26641412,5.5408788,228,0.0243021,0.00017376457094043956
MUC15,11,26538427,26550356,0.6804588,28,0.0243021,9.449342920866306e-06
ACSL5,10,114144665,114178128,0.5593715,23,0.024320500000000002,2.744404529213408e-05
ZDHHC6,10,114184044,114197296,0.46208950000000004,19,0.024320500000000002,2.1175118014587546e-05
RASL11B,4,53423251,53427759,0.43801920000000005,18,0.024334400000000003,3.060043480424354e-06
MDFI,6,41714175,41729960,0.7059789,29,0.024344099999999997,4.7313874091742366e-05
HS3ST2,16,22733360,22837888,2.2905826,94,0.0243679,3.0405797271698694e-05
CHRND,2,233099165,233108449,0.3412402,14,0.024374299999999998,1.2510186160578248e-06
ZNF250,8,146085322,146097650,0.12191300000000001,5,0.0243826,2.7353355265793386e-06
SLC30A5,5,68447508,68461636,0.39071999999999996,16,0.024419999999999997,2.72152106386785e-06
ACVR1C,2,158091524,158193645,1.1478480999999998,47,0.024422299999999997,1.8327670104675036e-05
CCL22,16,55950218,55957602,0.36634950000000005,15,0.024423300000000002,0.36634950000000005
SRM,1,11037235,11042678,0.36642149999999996,15,0.024428099999999998,0.36642149999999996
DYRK1A,21,37714470,37809549,1.2464655,51,0.0244405,7.576463802575486e-05
LLPH,12,64803108,64810800,0.24471900000000002,10,0.0244719,0.24471900000000002
SMAD4,18,46832693,46865409,0.4405356,18,0.0244742,1.2634420666834138e-05
OR5B3,11,57926513,57927458,0.3919376,16,0.0244961,0.3919376
WDR70,5,37415168,37788531,2.3028214,94,0.0244981,2.3028214
FECH,18,53363070,53404967,1.225015,50,0.0245003,1.2876849153611191e-05
OGFRL1,6,72055197,72068951,0.392024,16,0.0245015,5.945305529714795e-06
